Importer,Year,Value,Ad val. duties,Number of lines,European Union
,(US$),Simple average,MFN duties,Pref. duties,European Union
,MFN,Best,All items,Non ad val.,All items,Non ad val.,European Union
391721 -- Of polymers of ethylene,,7.50,7.50,2,,,,European Union
391722 -- Of polymers of propylene,,7.50,7.50,2,,,,European Union
391723 -- Of polymers of vinyl chloride,,7.50,7.50,2,,,,European Union
391729 -- Of other plastics,,7.50,7.50,2,,,,European Union
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa",,7.50,7.50,2,,,,European Union
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings",,7.50,7.50,2,,,,European Union
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings",,7.50,7.50,2,,,,European Union
391739 -- Other,,7.50,7.50,2,,,,European Union
391740 - Fittings,,7.50,7.50,2,,,,European Union
391810 - Of polymers of vinyl chloride,,10.00,10.00,1,,,,European Union
391890 - Of other plastics,,10.00,10.00,1,,,,European Union
391910 - In rolls of a width not exceeding 20 cm,,7.50,7.50,2,,,,European Union
391990 - Other,,7.50,7.50,2,,,,European Union
392010 - Of polymers of ethylene,,7.50,7.50,2,,,,European Union
392020 - Of polymers of propylene,,7.50,7.50,2,,,,European Union
392030 - Of polymers of styrene,,7.50,7.50,2,,,,European Union
392043 -- Containing by weight not less than 6 % of plasticisers,,7.50,7.50,2,,,,European Union
392049 -- Other,,7.50,7.50,2,,,,European Union
392051 -- Of poly(methyl methacrylate),,7.50,7.50,2,,,,European Union
392059 -- Other,,7.50,7.50,2,,,,European Union
392061 -- Of polycarbonates,,7.50,7.50,2,,,,European Union
392062 -- Of poly(ethylene terephthalate),,7.50,7.50,2,,,,European Union
392063 -- Of unsaturated polyesters,,7.50,7.50,2,,,,European Union
392069 -- Of other polyesters,,7.50,7.50,2,,,,European Union
392071 -- Of regenerated cellulose,,7.50,7.50,2,,,,European Union
392073 -- Of cellulose acetate,,7.50,7.50,2,,,,European Union
392079 -- Of other cellulose derivatives,,7.50,7.50,2,,,,European Union
392091 -- Of poly(vinyl butyral),,7.50,7.50,2,,,,European Union
392092 -- Of polyamides,,7.50,7.50,2,,,,European Union
392093 -- Of amino-resins,,7.50,7.50,2,,,,European Union
392094 -- Of phenolic resins,,7.50,7.50,2,,,,European Union
392099 -- Of other plastics,,7.50,7.50,2,,,,European Union
392111 -- Of polymers of styrene,,5.00,5.00,1,,,,European Union
392112 -- Of polymers of vinyl chloride,,5.00,5.00,1,,,,European Union
392113 -- Of polyurethanes,,5.00,5.00,1,,,,European Union
392114 -- Of regenerated cellulose,,5.00,5.00,1,,,,European Union
392119 -- Of other plastics,,5.00,5.00,1,,,,European Union
392190 - Other,,5.00,5.00,1,,,,European Union
"392210 - Baths, shower-baths, sinks and wash-basins",,10.00,10.00,1,,,,European Union
392220 - Lavatory seats and covers,,10.00,10.00,1,,,,European Union
392290 - Other,,10.00,10.00,1,,,,European Union
"392310 - Boxes, cases, crates and similar articles",,10.00,10.00,1,,,,European Union
392321 -- Of polymers of ethylene,,8.33,8.33,3,,,,European Union
392329 -- Of other plastics,,8.33,8.33,3,,,,European Union
"392330 - Carboys, bottles, flasks and similar articles",,6.67,6.67,3,,,,European Union
"392340 - Spools, cops, bobbins and similar supports",,10.00,10.00,1,,,,European Union
"392350 - Stoppers, lids, caps and other closures",,6.67,6.67,3,,,,European Union
392390 - Other,,10.00,10.00,1,,,,European Union
392410 - Tableware and kitchenware,,10.00,10.00,1,,,,European Union
392490 - Other,,10.00,10.00,1,,,,European Union
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",,10.00,10.00,1,,,,European Union
"392520 - Doors, windows and their frames and thresholds for doors",,10.00,10.00,1,,,,European Union
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",,10.00,10.00,1,,,,European Union
392590 - Other,,10.00,10.00,1,,,,European Union
392610 - Office or school supplies,,10.00,10.00,2,,,,European Union
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)",,10.00,10.00,1,,,,European Union
"392630 - Fittings for furniture, coachwork or the like",,10.00,10.00,1,,,,European Union
392640 - Statuettes and other ornamental articles,,10.00,10.00,1,,,,European Union
392690 - Other,,6.67,6.67,3,,,,European Union
,2015,,6.39,6.39,230,,,,European Union
390110 - Polyethylene having a specific gravity of less than 0.94,,5.00,5.00,2,,,,European Union
390120 - Polyethylene having a specific gravity of 0.94 or more,,5.00,5.00,2,,,,European Union
390130 - Ethylene-vinyl acetate copolymers,,5.00,5.00,2,,,,European Union
390190 - Other,,5.00,5.00,2,,,,European Union
390210 - Polypropylene,,5.00,5.00,2,,,,European Union
390220 - Polyisobutylene,,5.00,5.00,2,,,,European Union
390230 - Propylene copolymers,,5.00,5.00,2,,,,European Union
390290 - Other,,5.00,5.00,2,,,,European Union
390311 -- Expansible,,5.00,5.00,2,,,,European Union
390319 -- Other,,5.00,5.00,2,,,,European Union
390320 - Styrene-acrylonitrile (SAN) copolymers,,5.00,5.00,2,,,,European Union
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,,5.00,5.00,2,,,,European Union
390390 - Other,,5.00,5.00,2,,,,European Union
"390410 - Poly(vinyl chloride), not mixed with any other substances",,5.00,5.00,2,,,,European Union
390421 -- Non-plasticised,,5.00,5.00,2,,,,European Union
390422 -- Plasticised,,5.00,5.00,2,,,,European Union
390430 - Vinyl chloride-vinyl acetate copolymers,,5.00,5.00,2,,,,European Union
390440 - Other vinyl chloride copolymers,,5.00,5.00,2,,,,European Union
390450 - Vinylidene chloride polymers,,5.00,5.00,2,,,,European Union
390461 -- Polytetrafluoroethylene,,5.00,5.00,2,,,,European Union
390469 -- Other,,5.00,5.00,2,,,,European Union
390490 - Other,,5.00,5.00,2,,,,European Union
390512 -- In aqueous dispersion,,5.00,5.00,2,,,,European Union
390519 -- Other,,5.00,5.00,2,,,,European Union
390521 -- In aqueous dispersion,,5.00,5.00,2,,,,European Union
390529 -- Other,,5.00,5.00,2,,,,European Union
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",,5.00,5.00,2,,,,European Union
390591 -- Copolymers,,5.00,5.00,2,,,,European Union
390599 -- Other,,5.00,5.00,2,,,,European Union
390610 - Poly(methyl methacrylate),,5.00,5.00,2,,,,European Union
390690 - Other,,5.00,5.00,2,,,,European Union
390710 - Polyacetals,,5.00,5.00,2,,,,European Union
390720 - Other polyethers,,5.00,5.00,2,,,,European Union
390730 - Epoxide resins,,5.00,5.00,2,,,,European Union
390740 - Polycarbonates,,5.00,5.00,2,,,,European Union
390750 - Alkyd resins,,5.00,5.00,2,,,,European Union
390760 - Poly(ethylene terephthalate),,5.00,5.00,2,,,,European Union
390770 - Poly(lactic acid),,5.00,5.00,2,,,,European Union
390791 -- Unsaturated,,5.00,5.00,2,,,,European Union
390799 -- Other,,5.00,5.00,2,,,,European Union
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12",,5.00,5.00,2,,,,European Union
390890 - Other,,5.00,5.00,2,,,,European Union
390910 - Urea resins; thiourea resins,,5.00,5.00,2,,,,European Union
390920 - Melamine resins,,5.00,5.00,2,,,,European Union
390930 - Other amino-resins,,5.00,5.00,2,,,,European Union
390940 - Phenolic resins,,5.00,5.00,2,,,,European Union
390950 - Polyurethanes,,5.00,5.00,2,,,,European Union
391000 Silicones in primary forms.,,5.00,5.00,2,,,,European Union
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",,5.00,5.00,2,,,,European Union
391190 - Other,,5.00,5.00,2,,,,European Union
391211 -- Non-plasticised,,5.00,5.00,2,,,,European Union
391212 -- Plasticised,,5.00,5.00,2,,,,European Union
391220 - Cellulose nitrates (including collodions),,5.00,5.00,2,,,,European Union
391231 -- Carboxymethylcellulose and its salts,,5.00,5.00,2,,,,European Union
391239 -- Other,,5.00,5.00,2,,,,European Union
391290 - Other,,5.00,5.00,2,,,,European Union
"391310 - Alginic acid, its salts and esters",,5.00,5.00,2,,,,European Union
391390 - Other,,5.00,5.00,2,,,,European Union
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",,5.00,5.00,2,,,,European Union
391510 - Of polymers of ethylene,,7.50,7.50,2,,,,European Union
391520 - Of polymers of styrene,,7.50,7.50,2,,,,European Union
391530 - Of polymers of vinyl chloride,,7.50,7.50,2,,,,European Union
391590 - Of other plastics,,7.50,7.50,2,,,,European Union
391610 - Of polymers of ethylene,,10.00,10.00,1,,,,European Union
391620 - Of polymers of vinyl chloride,,10.00,10.00,1,,,,European Union
391690 - Of other plastics,,10.00,10.00,1,,,,European Union
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,,10.00,10.00,1,,,,European Union
391721 -- Of polymers of ethylene,,7.50,7.50,2,,,,European Union
391722 -- Of polymers of propylene,,7.50,7.50,2,,,,European Union
391723 -- Of polymers of vinyl chloride,,7.50,7.50,2,,,,European Union
391729 -- Of other plastics,,7.50,7.50,2,,,,European Union
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa",,7.50,7.50,2,,,,European Union
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings",,7.50,7.50,2,,,,European Union
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings",,7.50,7.50,2,,,,European Union
391739 -- Other,,7.50,7.50,2,,,,European Union
391740 - Fittings,,7.50,7.50,2,,,,European Union
391810 - Of polymers of vinyl chloride,,10.00,10.00,1,,,,European Union
391890 - Of other plastics,,10.00,10.00,1,,,,European Union
391910 - In rolls of a width not exceeding 20 cm,,7.50,7.50,2,,,,European Union
391990 - Other,,7.50,7.50,2,,,,European Union
392010 - Of polymers of ethylene,,7.50,7.50,2,,,,European Union
392020 - Of polymers of propylene,,7.50,7.50,2,,,,European Union
392030 - Of polymers of styrene,,7.50,7.50,2,,,,European Union
392043 -- Containing by weight not less than 6 % of plasticisers,,7.50,7.50,2,,,,European Union
392049 -- Other,,7.50,7.50,2,,,,European Union
392051 -- Of poly(methyl methacrylate),,7.50,7.50,2,,,,European Union
392059 -- Other,,7.50,7.50,2,,,,European Union
392061 -- Of polycarbonates,,7.50,7.50,2,,,,European Union
392062 -- Of poly(ethylene terephthalate),,7.50,7.50,2,,,,European Union
392063 -- Of unsaturated polyesters,,7.50,7.50,2,,,,European Union
392069 -- Of other polyesters,,7.50,7.50,2,,,,European Union
392071 -- Of regenerated cellulose,,7.50,7.50,2,,,,European Union
392073 -- Of cellulose acetate,,7.50,7.50,2,,,,European Union
392079 -- Of other cellulose derivatives,,7.50,7.50,2,,,,European Union
392091 -- Of poly(vinyl butyral),,7.50,7.50,2,,,,European Union
392092 -- Of polyamides,,7.50,7.50,2,,,,European Union
392093 -- Of amino-resins,,7.50,7.50,2,,,,European Union
392094 -- Of phenolic resins,,7.50,7.50,2,,,,European Union
392099 -- Of other plastics,,7.50,7.50,2,,,,European Union
392111 -- Of polymers of styrene,,5.00,5.00,1,,,,European Union
392112 -- Of polymers of vinyl chloride,,5.00,5.00,1,,,,European Union
392113 -- Of polyurethanes,,5.00,5.00,1,,,,European Union
392114 -- Of regenerated cellulose,,5.00,5.00,1,,,,European Union
392119 -- Of other plastics,,5.00,5.00,1,,,,European Union
392190 - Other,,5.00,5.00,1,,,,European Union
"392210 - Baths, shower-baths, sinks and wash-basins",,10.00,10.00,1,,,,European Union
392220 - Lavatory seats and covers,,10.00,10.00,1,,,,European Union
392290 - Other,,10.00,10.00,1,,,,European Union
"392310 - Boxes, cases, crates and similar articles",,10.00,10.00,1,,,,European Union
392321 -- Of polymers of ethylene,,8.33,8.33,3,,,,European Union
392329 -- Of other plastics,,8.33,8.33,3,,,,European Union
"392330 - Carboys, bottles, flasks and similar articles",,6.67,6.67,3,,,,European Union
"392340 - Spools, cops, bobbins and similar supports",,10.00,10.00,1,,,,European Union
"392350 - Stoppers, lids, caps and other closures",,6.67,6.67,3,,,,European Union
392390 - Other,,10.00,10.00,1,,,,European Union
392410 - Tableware and kitchenware,,10.00,10.00,1,,,,European Union
392490 - Other,,10.00,10.00,1,,,,European Union
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",,10.00,10.00,1,,,,European Union
"392520 - Doors, windows and their frames and thresholds for doors",,10.00,10.00,1,,,,European Union
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",,10.00,10.00,1,,,,European Union
392590 - Other,,10.00,10.00,1,,,,European Union
392610 - Office or school supplies,,10.00,10.00,2,,,,European Union
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)",,10.00,10.00,1,,,,European Union
"392630 - Fittings for furniture, coachwork or the like",,10.00,10.00,1,,,,European Union
392640 - Statuettes and other ornamental articles,,10.00,10.00,1,,,,European Union
392690 - Other,,6.67,6.67,3,,,,European Union
,2009,,6.56,6.56,240,,,,European Union
390110 - Polyethylene having a specific gravity of less than 0.94,,5.00,5.00,2,,,,European Union
390120 - Polyethylene having a specific gravity of 0.94 or more,,5.00,5.00,2,,,,European Union
390130 - Ethylene-vinyl acetate copolymers,,5.00,5.00,2,,,,European Union
390190 - Other,,5.00,5.00,2,,,,European Union
390210 - Polypropylene,,5.00,5.00,2,,,,European Union
390220 - Polyisobutylene,,5.00,5.00,2,,,,European Union
390230 - Propylene copolymers,,5.00,5.00,2,,,,European Union
390290 - Other,,5.00,5.00,2,,,,European Union
390311 -- Expansible,,5.00,5.00,2,,,,European Union
390319 -- Other,,5.00,5.00,2,,,,European Union
390320 - Styrene- Acrylonitrile (SAN) copolymers,,5.00,5.00,2,,,,European Union
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,,5.00,5.00,2,,,,European Union
390390 - Other,,5.00,5.00,2,,,,European Union
"390410 - Poly(vinyl chloride), not mixed with any other substances",,5.00,5.00,2,,,,European Union
390421 -- Non-plasticised,,5.00,5.00,2,,,,European Union
390422 -- Plasticised,,5.00,5.00,2,,,,European Union
390430 - Vinyl chloride-vinyl acetate copolymers,,5.00,5.00,2,,,,European Union
390440 - Other vinyl chloride copolymers,,5.00,5.00,2,,,,European Union
390450 - Vinylidene chloride polymers,,5.00,5.00,2,,,,European Union
390461 -- Polytetrafluoroethylene,,5.00,5.00,2,,,,European Union
390469 -- Other,,5.00,5.00,2,,,,European Union
390490 - Other,,5.00,5.00,2,,,,European Union
390512 -- In aqueous dispersion,,5.00,5.00,2,,,,European Union
390519 -- Other,,5.00,5.00,2,,,,European Union
390521 -- In aqueous dispersion,,5.00,5.00,2,,,,European Union
390529 -- Other,,5.00,5.00,2,,,,European Union
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",,5.00,5.00,2,,,,European Union
390591 -- Copolymers,,5.00,5.00,2,,,,European Union
390599 -- Other,,5.00,5.00,2,,,,European Union
390610 - Poly(methyl methacrylate),,5.00,5.00,2,,,,European Union
390690 - Other,,5.00,5.00,2,,,,European Union
390710 - Polyacetals,,5.00,5.00,2,,,,European Union
390720 - Other polyethers,,5.00,5.00,2,,,,European Union
390730 - Epoxide resins,,5.00,5.00,2,,,,European Union
390740 - Polycarbonates,,5.00,5.00,2,,,,European Union
390750 - Alkyd resins,,5.00,5.00,2,,,,European Union
390760 - Poly(ethylene terephthalate),,5.00,5.00,2,,,,European Union
390791 -- Unsaturated,,5.00,5.00,2,,,,European Union
390799 -- Other,,5.00,5.00,2,,,,European Union
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12",,5.00,5.00,2,,,,European Union
390890 - Other,,5.00,5.00,2,,,,European Union
390910 - Urea resins; thiourea resins,,5.00,5.00,2,,,,European Union
390920 - Melamine resins,,5.00,5.00,2,,,,European Union
390930 - Other amino-resins,,5.00,5.00,2,,,,European Union
390940 - Phenolic resins,,5.00,5.00,2,,,,European Union
390950 - Polyurethanes,,5.00,5.00,2,,,,European Union
391000 Silicones in primary forms.,,5.00,5.00,2,,,,European Union
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",,5.00,5.00,2,,,,European Union
391190 - Other,,5.00,5.00,2,,,,European Union
391211 -- Non-plasticised,,5.00,5.00,2,,,,European Union
391212 -- Plasticised,,5.00,5.00,2,,,,European Union
391220 - Cellulose nitrates (including collodions),,5.00,5.00,2,,,,European Union
391231 -- Carboxymethylcellulose and its salts,,5.00,5.00,2,,,,European Union
391239 -- Other,,5.00,5.00,2,,,,European Union
391290 - Other,,5.00,5.00,2,,,,European Union
"391310 - Alginic acid, its salts and esters",,5.00,5.00,2,,,,European Union
391390 - Other,,5.00,5.00,2,,,,European Union
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",,5.00,5.00,2,,,,European Union
391510 - Of polymers of ethylene,,7.50,7.50,2,,,,European Union
391520 - Of polymers of styrene,,7.50,7.50,2,,,,European Union
391530 - Of polymers of vinyl chloride,,7.50,7.50,2,,,,European Union
391590 - Of other plastics,,7.50,7.50,2,,,,European Union
391610 - Of polymers of ethylene,,10.00,10.00,1,,,,European Union
391620 - Of polymers of vinyl chloride,,10.00,10.00,1,,,,European Union
391690 - Of other plastics,,10.00,10.00,1,,,,European Union
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,,10.00,10.00,1,,,,European Union
391721 -- Of polymers of ethylene,,8.33,8.33,3,,,,European Union
391722 -- Of polymers of propylene,,8.33,8.33,3,,,,European Union
391723 -- Of polymers of vinyl chloride,,8.33,8.33,3,,,,European Union
391729 -- Of other plastics,,8.33,8.33,3,,,,European Union
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa",,8.33,8.33,3,,,,European Union
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings",,8.33,8.33,3,,,,European Union
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings",,8.33,8.33,3,,,,European Union
391739 -- Other,,8.33,8.33,3,,,,European Union
391740 - Fittings,,8.33,8.33,3,,,,European Union
391810 - Of polymers of vinyl chloride,,10.00,10.00,1,,,,European Union
391890 - Of other plastics,,10.00,10.00,1,,,,European Union
391910 - In rolls of a width not exceeding 20 cm,,7.50,7.50,2,,,,European Union
391990 - Other,,7.50,7.50,2,,,,European Union
392010 - Of polymers of ethylene,,7.50,7.50,2,,,,European Union
392020 - Of polymers of propylene,,7.50,7.50,2,,,,European Union
392030 - Of polymers of styrene,,7.50,7.50,2,,,,European Union
392043 -- Containing by weight not less than 6% of plasticizers,,7.50,7.50,2,,,,European Union
392049 -- Other,,7.50,7.50,2,,,,European Union
392051 -- Of poly(methyl methacrylate),,7.50,7.50,2,,,,European Union
392059 -- Other,,7.50,7.50,2,,,,European Union
392061 -- Of polycarbonates,,7.50,7.50,2,,,,European Union
392062 -- Of poly(ethylene terephthalate),,7.50,7.50,2,,,,European Union
392063 -- Of unsaturated polyesters,,7.50,7.50,2,,,,European Union
392069 -- Of other polyesters,,7.50,7.50,2,,,,European Union
392071 -- Of regenerated cellulose,,7.50,7.50,2,,,,European Union
392072 -- Of vulcanised fibre,,7.50,7.50,2,,,,European Union
392073 -- Of cellulose acetate,,7.50,7.50,2,,,,European Union
392079 -- Of other cellulose derivatives,,7.50,7.50,2,,,,European Union
392091 -- Of poly(vinyl butyral),,7.50,7.50,2,,,,European Union
392092 -- Of polyamides,,7.50,7.50,2,,,,European Union
392093 -- Of amino-resins,,7.50,7.50,2,,,,European Union
392094 -- Of phenolic resins,,7.50,7.50,2,,,,European Union
392099 -- Of other plastics,,7.50,7.50,2,,,,European Union
392111 -- Of polymers of styrene,,5.00,5.00,1,,,,European Union
392112 -- Of polymers of vinyl chloride,,5.00,5.00,1,,,,European Union
392113 -- Of polyurethanes,,5.00,5.00,1,,,,European Union
392114 -- Of regenerated cellulose,,5.00,5.00,1,,,,European Union
392119 -- Of other plastics,,5.00,5.00,1,,,,European Union
392190 - Other,,5.00,5.00,1,,,,European Union
"392210 - Baths, shower-baths, sinks and wash-basins",,10.00,10.00,1,,,,European Union
392220 - Lavatory seats and covers,,10.00,10.00,1,,,,European Union
392290 - Other,,10.00,10.00,1,,,,European Union
"392310 - Boxes, cases, crates and similar articles",,10.00,10.00,1,,,,European Union
392321 -- Of polymers of ethylene,,8.33,8.33,3,,,,European Union
392329 -- Of other plastics,,8.33,8.33,3,,,,European Union
"392330 - Carboys, bottles, flasks and similar articles",,6.67,6.67,3,,,,European Union
"392340 - Spools, cops, bobbins and similar supports",,10.00,10.00,1,,,,European Union
"392350 - Stoppers, lids, caps and other closures",,6.67,6.67,3,,,,European Union
392390 - Other,,10.00,10.00,1,,,,European Union
392410 - Tableware and kitchenware,,10.00,10.00,1,,,,European Union
392490 - Other,,10.00,10.00,1,,,,European Union
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 litres",,10.00,10.00,1,,,,European Union
"392520 - Doors, windows and their frames and thresholds for doors",,10.00,10.00,1,,,,European Union
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",,10.00,10.00,1,,,,European Union
392590 - Other,,10.00,10.00,1,,,,European Union
392610 - Office or school supplies,,10.00,10.00,2,,,,European Union
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)",,10.00,10.00,1,,,,European Union
"392630 - Fittings for furniture, coachwork or the like",,10.00,10.00,1,,,,European Union
392640 - Statuettes and other ornamental articles,,10.00,10.00,1,,,,European Union
392690 - Other,,7.50,7.50,4,,,,European Union
